Nº	Códice	Fecha Inicio Códice	Fecha Fin Códice	Lugar	Copista/Impresor	Biblioteca	Obra	Fecha Inicio Obra	Fecha Fin Obra	Título	Autor	Traductor	Folio	Contexto previo	Término Buscado <Lema> [Etiqueta]	Contexto posterior
269	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	42v-b(24)	con la galera dentro enel puerto y quando quisieren leuar consigo algun interprete si quier	heraute <faraute> [NCMS000]	 de aquellas tierras a donde fueren sea touido de lo mantener el dicho patron como
270	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	42v-b(32)	de japha y puestos en la tierra sancta sean touidos de pagar ellos al dicho	heraute <faraute> [NCMS000]	 a todos cargos suyos y despensas assi los peages y saluaguardia como delas otras seguridades
271	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	42v-b(36)	delas otras seguridades enlo qual no deue contribuyr el dicho patron La concordia fecha conel	heraute <faraute> [NCMS000]	 es arbitraria segun la forma con el compuesta ¶ Fue condicion que por hauer el
272	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	57v-b(6)	de gran hermosura por ende traspassa todo el calor sin que se vea nada del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 Tardamos en esta misma ciudad despues tres dias por vnas questiones que dos caualleros moros
273	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	59r-b(21)	en torno de piedras donde los ministros delos judios y pedro con ellos estauan al	huego <fuego> [NCMS000]	 por el gran frio quando nego a xpisto Ala parte drecha de vna plaça saliendo
274	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	60r-a(33)	discipulos aparejaron a cristo la pascua por su mandamiento Ende fue assado si quier con	huego <fuego> [NCMS000]	 cozido aquel cordero dela postrimera cena que hizo jesu cristo en medio dellos Y ahun
275	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	67v-a(44)	desnuda enla mano Los sacerdotes del templo ponian los sacrificios encima della los quales el	huego <fuego> [NCMS000]	 diuino del todo dende leuo ¶ En esta riba se dize hauer cerrado hieremias propheta
276	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	73v-b(15)	esta el lugar donde helias propheta fue rebatado al parayso en aquel carro de viuo	huego <fuego·PUNCT> [NCMS000·PUNCT]	 ¶ No lexos dende a mano yzquierda vimos vn claustro donde jeronimo doctor glorioso se
277	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	78r-a(38)	maron Desta ciudad se scriue a xj del libro josue que solas llamas de viuo	huego <fuego> [NCMS000]	 destruidoras la consumieron bien se demuestra por sus hedificios ya derrocados que fue muy noble
278	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	81r-a(9)	otro lugar donde los disciplos saliendo de la naue vieron pesces sobre las brasas de	huego <fuego> [NCMS000]	 y pan aparejados como paresce alos xxj de san johan ¶ A vna legua del
279	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	89v-b(32)	y de su casa ellos entonce mas encendidos le amenazauan de le matar y poner	huego <fuego> [NCMS000]	 si no lo hiziesse el qual viendo que todos sus ruegos eran perdidos y mas
280	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	94v-a(15)	tomo el muy fuerte judas machabeo y quemo ende todas las naues que los grandes	huegos <fuego> [NCMP000]	 se parecian dela ciudad de jerusalem esto se halla enel ij delos machabeos alos xxij
281	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	124r-a(8)	no costumbran de confessar a hombre ninguno sino a solo dios enesta manera siguiente Acienden	huego <fuego> [NCMS000]	 y queman encienso con cuyo fumo puestos de rodillas piensan que hablando sus pecados suben
282	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	126r-b(10)	no haures ayuda de cristo jesu ni os valera Lieuan el caracter o señal de	huego <fuego> [NCMS000]	 hecho en forma de cruz vnos en las fruentes otros a medio de las mançanillas
283	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	126r-b(23)	por sacramento de necessidad sino porque xpisto fue circuncidado y el caracter o quemar del	huego <fuego> [NCMS000]	 era por lo que dixo san joan babtista Cristo r iiij La segunda + venira
284	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	126v-a(2)	Cristo r iiij La segunda + venira por vos babtizar en spiritu sancto y enel	huego <fuego·PUNCT> [NCMS000·PUNCT]	 despues que fueron por nos informados dela obseruancia nuestra romana donde hauian ellos prestado la
285	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	127v-b(3)	con mucha paciencia mas con alegria como lo veemos en muchos hereges vnos por el	huego <fuego> [NCMS000]	 y otros con cuchillo y esto hazen por amor de dios segun lo dizen y
286	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	129r-a(31)	por drecho los condeno No te marauillas letor en que forma el sol escalienta el	huego <fuego> [NCMS000]	 alumbra la misericordia de dios dio al hombre muchos beneficios pues ya no tengas a
287	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	132r-b(19)	manos Empero despues nascieron espinas y muchos dolores tomaron sus tierras O como todos de	huego <fuego> [NCMS000]	 arden es mucho de temer como han caydo delante de dios por sus pecados O
288	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	133r-b(41)	la ciudad Otranto por fuerça de armas dentro en ytalia ha destruido muchas yglesias por	huego <fuego> [NCMS000]	 quemadas toda la marina ribera de apulia quasi destruyo Despues de todo esto cometido ahun
289	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	133v-a(7)	muertes de fieles cristianos entre destructiones de tantos reynos jmperios y tierras con los crueles	huegos <fuego> [NCMP000]	 que ha puesto en las yglesias qual delos cristianos que dios le presto ciudades y
290	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	133v-b(22)	come le toda su buena substancia por tal manera que despues no vale sino enel	huego <fuego·PUNCT> [NCMS000·PUNCT]	 este daño malo a que furor si quier fuerça lo assimilo nuestro señor quando le
291	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	135r-a(10)	mal de la tirannia Chore el ambicioso o soberbo y sus sequaces fueron quemados de	huego <fuego> [NCMS000]	 diuino por que atentaron para si tomar el sacerdocio Dathan y Abyron por hauer jmbidia
292	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	136r-a(17)	mejores hazer a los hombres el cruel nero nunca hiziera tantas crueldades el mando poner	huego <fuego> [NCMS000]	 dentro de roma el qual duro por vij dias y vij noches queriendo saber con
293	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	136r-a(20)	por vij dias y vij noches queriendo saber con tal esperiencia que grandes fueron los	huegos <fuego> [NCMP000]	 de troya quando fue presa mando que matassen la mayor parte delos senadores sin causa
294	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	140v-b(26)	despues quando moyses con mas osadia puso en medio de el su ganado vio aquel	huego <fuego> [NCMS000]	 marauilloso todo ardiente en medio la çarça el qual ardiendo nunca le quemo que siempre
295	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	141r-a(33)	tercero y demañana que amanecia oyeron los truenos vieron relumbrar los relampagos y rayos de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 y cobrir el monte vna spessa nube y el sonido de la trompeta era muy
296	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	141r-a(40)	campo leuasse fasta las rayzes del monte sancto fumaua todo porque hauia dios descendido en	huego <fuego> [NCMS000]	 a ellos Moyses hablaua y dios respondia fasta que baxo dende lo alto y le
297	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	143r-b(44)	con arboledas empero si spanto y sombra de muerte lleno de barrancos y sequedad del	huego <fuego> [NCMS000]	 del Sol Muchas vezes vimos La tercera + por aquel desierto vna espessura como de
298	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	143v-a(3)	tercera + por aquel desierto vna espessura como de fumo la qual parecia salir de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 empero despues por esperiencia clara parecio ser vn mouimiento y rebolucion delas arenas menudas y
299	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	144v-b(39)	y dixo leuanta te y come y leuantado comio de vn pan que hallo de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 y beuia de vn vaso de agua y acabando fue otra vez luego preso del
300	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	145v-a(12)	a qualquier spanto pusieran con esto hazia tan fuerte calura que todas las peñas de	huego <fuego> [NCMS000]	 quemauan Fallamos por este camino arriba dos fuentes de agua dulce muy fria para en
301	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	146r-a(41)	como fueron aquellas dela çarça donde hablo nuestro señor dios a Moyses en flamas de	huego <fuego> [NCMS000]	 y no fue quemada las quales dezian que aprouechan contra la peste ¶ Despues de
302	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	147r-b(30)	todo se ayunta en vna quaja y se derrite despues al sol o por el	huego <fuego> [NCMS000]	 como la nieue y es assi dulce como la miel toda se apega entre los
303	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	147v-a(26)	sobre vn lugar esteril y seco donde se fallo muy poca leña con que hazer	huego <fuego·PUNCT> [NCMS000·PUNCT]	 ¶ Luego de mañana al otro dia fuemos descendiendo fasta llegar en vn arroyo puesto
304	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	148r-b(39)	mucho viento que nos empachaua ende quebramos los vasos vazios hechos de madero para hazer	huego <fuego> [NCMS000]	 solo por cozer algunas viandas porque ende otra leña ninguna alcançamos ¶ Passada ende la
305	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	152v-b(24)	el poluo cresce tanto espesso como el humo y no se juzga si es del	huego <fuego> [NCMS000]	 ni dela tierra Muchos soldanes por tiempos passados enbiaron nauios para dos años y mas
306	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	153v-a(4)	eran o dende arriba delos quales muchos andauan por la ciudad leuando las ollas con	huego <fuego> [NCMS000]	 heruiendo sobre las cabeças y las carnes assando en vnos fornillos lo qual muchas vezes
307	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	155v-b(7)	y el dicho emperador con saña furiosa mando les quemar y no pudiendo gastar el	huego <fuego> [NCMS000]	 solo vn cabello ni sus vestidos muchos creyeron en cristo jhesu redentor nuestro ¶ Dende
308	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	160v-a(18)	el vn lado quasi los mas remos echo las ollas con los calderos dentro del	huego <fuego> [NCMS000]	 y lo amato Dende la hora fue leuantado vn grande clamor llamando los sanctos a
309	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	167v-a(27)	torre de sant nicolas pusieron vnas fustas pequeñas en que hauia muchas materias prestas al	huego <fuego·PUNCT> [NCMS000·PUNCT]	 porque allegando ende los turcos con sus nauios fuessen quemados todas estas obras con vigilancia
310	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0001	1498-01-16 ad quem	1498-01-16 ad quem	Viaje de la Tierra Santa	Bernhard von Breydenbach	Martín Martínez de Ampiés	169v-a(38)	tierra entre vna cara de pared y ellas hazian artificios de muy diuersas materias de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 para resistir alos del combate allegauan serpientes para que lançassen sobre los cuerpos de sus
311	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	2r-a(5)	¶ Aries signo es del mes de março es caliente y seco del elemento del	huego <fuego> [NCMS000]	 y complecion de colera tiene señorio sobre la cabeça porende quando la luna fuere eneste
312	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	2r-b(26)	la plata ¶ Leo es signo del mes de julio es oriental del elemento del	huego <fuego> [NCMS000]	 caliente y seco de complecion de colera manda delas partes de todo el cuerpo el
313	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	2v-a(38)	sobre el fierro ¶ Sagitario es signo del mes de nouiembre oriental del elemento del	huego <fuego> [NCMS000]	 seco y caliente de conplecion de la colera la parte que manda de todo el
314	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	6r-a(20)	bueltos en biua sangre abre las narizes que dentro parece le arden hachas llenas de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 el patear que haze de manos es muy terrible tanto que han gana mas delo
315	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	10r-b(18)	quexadas hayan carne muy poca las narizes anchas que dentro parezca la vermejura como de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 la boca hendida el morro de yuso muy descarnado y mas largo que no el
316	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	22v-b(5)	junto en vno en tal manera que ni muy claro ni muy espesso salga del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 esto le sea puesto enlos quatro suelos y luego estopa encima y trapos porque le
317	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	27v-a(27)	mas o menos lo quiera el higo porque assi gasta y corrompe mucho como el	huego <fuego·PUNCT> [NCMS000·PUNCT]	 y rancados los higos hincharan todo su lugar de stopa muy bien bañada en blanco
318	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	30r-b(21)	con vn fierro mucho caliente derritan encima sayno de puerco buelto en llamas viuas de	huego <fuego> [NCMS000]	 y luego le quiten el dicho trapo y le caualguen fasta que buelua todo en
319	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	31r-a(22)	vna caçuela todo fundido despues congelado vnten conello y pongan encima poluos de stercol en	huego <fuego> [NCMS000]	 quemado ¶ Cura o remedio para hinchazon que por espolada es enel costado. ¶
320	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	32v-b(31)	mejor le puedan sacar de rayz cosiran tres hueuos y mientra que esten puestos al	huego <fuego> [NCMS000]	 rayan encima el sobrehuesso y pongan el vn rouillo duro mucho quemante y bien apretado
321	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	34v-a(29)	Si por todo esto sanar no quisiere lo postrimero que fazer se deue quemen con	huego <fuego> [NCMS000]	 la alcançadura muy subtilmente que el neruio sea guardado del huego y pongan encima dela
322	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	34v-a(31)	se deue quemen con huego la alcançadura muy subtilmente que el neruio sea guardado del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 y pongan encima dela hinchazon vna corteza de tocino viejo que tenga gordura muy bien
323	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	35r-b(11)	y sea picado con agua fria fasta ser bien blando la cera hierua encima del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 y meneando poco a poco a cada parte echen el azeyte fasta que todo lo
324	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	35v-b(15)	que por el frio y estriñimiento menguen las vexigas dende adelante entorno dellas labren con	huego <fuego> [NCMS000]	 por donde vean es mas necessario La cura se faga segun acostumbra en cosa de
325	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	35v-b(17)	por donde vean es mas necessario La cura se faga segun acostumbra en cosa de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 siempre aguardando que no se pueda gastar conlos dientes ¶ Otra cura para lo mismo
